question_column,canonical_text,topic,confidence,needs_review,reason,stage
1405,nan,B 教育,0.95,False,教育程度/學歷,first
1406,nan,B 教育,0.9,False,學校地區,first
1407,nan,A 基本資料,0.85,False,地區,first
1408,nan,B 教育,0.9,False,學校代碼,first
1409,nan,B 教育,0.95,False,學校/科系,first
1410,nan,C 工作,0.93,False,工作,first
1411,nan,C 工作,0.92,False,工作/職業,first
1412,nan,C 工作,0.9,False,工作/雇主,first
1413,她)這份工作收入是含年終獎金的?,C 工作,0.95,False,工作/薪資,first
1414,b18am1｜請問您母親目前的健康狀況?,H 父母,0.95,False,母親/父母,first
1415,b18bf1｜請問您父親是何時過世的?民國__年去世,H 父母,0.95,False,父母,first
1416,b23bf2｜請問您配偶父親是何時過世的?民國__年去世,D 交往、婚姻與配偶資訊,0.93,False,配偶父母,first
1417,nan,H 父母,0.92,False,父母同住,first
1418,b24a01f2｜請問您的配偶父親平常與他的配偶同住?,H 父母,0.92,False,父母,first
1419,b19a01m1｜請問您的母親平常與她的配偶同住?,H 父母,0.95,False,父母/同住,first
1420,b24a01m2｜請問您的配偶母親平常與她的配偶同住?,H 父母,0.95,False,父母,first
1421,nan,H 父母,0.9,False,父母,first
1422,b19a02m1｜請問您的母親平常與她的已婚兒子同住?,H 父母,0.92,False,父母/同住,first
1423,nan,H 父母,0.92,False,父母/同住,first
1424,nan,H 父母,0.9,False,母親/同住,first
1425,nan,H 父母,0.9,False,父母/同住,first
1426,nan,H 父母,0.92,False,父母,first
1427,b24a04f2｜請問您的配偶父親平常與他的未婚兒子同住?,H 父母,0.92,False,父母,first
1428,nan,H 父母,0.92,False,父母/同住,first
1429,nan,H 父母,0.9,False,父母,first
1430,b24a05f2｜請問您的配偶父親平常與他的未婚女兒同住?,H 父母,0.92,False,父母/同住,first
1431,b19a05m1｜請問您的母親平常與她的未婚女兒同住?,H 父母,0.95,False,父母/同住,first
1432,nan,H 父母,0.9,False,父母/同住,first
1433,nan,H 父母,0.9,False,父母,first
1434,b19a06m1｜請問您的母親平常與她的兄弟姊妹同住?,H 父母,0.95,False,父母/同住,first
1435,nan,H 父母,0.92,False,父母,first
1436,nan,H 父母,0.95,False,父母,first
1437,nan,H 父母,0.92,False,父母/同住,first
1438,nan,H 父母,0.9,False,父母,first
1439,b19a08m1｜請問您的母親平常輪流住她的子女家?,H 父母,0.9,False,父母/同住,first
1440,nan,H 父母,0.92,False,父母同住/輪流居住,first
1441,b19a09m1｜請問您的母親平常獨居?,H 父母,0.95,False,母親/父母,first
1442,nan,H 父母,0.92,False,父親/同住/孫,first
1443,nan,H 父母,0.95,False,父母/同住,first
1444,nan,H 父母,0.95,False,母親/同住,first
1445,nan,H 父母,0.9,False,父母/同住,first
1446,nan,H 父母,0.92,False,父母/同住,first
1447,b24a12m2｜請問您的配偶母親平常與她的已婚外孫子女同住?,H 父母,0.95,False,父母,first
1448,nan,H 父母,0.9,False,父親同住,first
1449,nan,H 父母,0.93,False,父母同住,first
1450,b24a13m2｜請問您的配偶母親平常與她的未婚孫子女同住?,H 父母,0.95,False,父母,first
1451,nan,H 父母,0.95,False,父母,first
1452,nan,H 父母,0.92,False,父母/同住,first
1453,b24a14m2｜請問您的配偶母親平常與她的未婚外孫子女同住?,H 父母,0.95,False,父母,first
1454,nan,H 父母,0.9,False,父母,first
1455,nan,H 父母,0.88,False,父母/同住,first
1456,b24a15m2｜請問您的配偶母親平常與她的父母同住?,H 父母,0.92,False,父母,first
1457,b19a16f1｜請問您的父親平常與他的配偶父母同住?,H 父母,0.95,False,父母,first
1458,nan,H 父母,0.9,False,父母,first
1459,nan,H 父母,0.9,False,父母,first
1460,nan,H 父母,0.96,False,父親/同住,first
1461,nan,H 父母,0.92,False,父母/同住,first
1462,b24a17m2｜請問您的配偶母親平常與她的媳婦同住?,H 父母,0.92,False,父母/同住,first
1463,nan,H 父母,0.95,False,父母,first
1464,nan,H 父母,0.95,False,父母,first
1465,b24a18m2｜請問您的配偶母親平常與她的女婿同住?,H 父母,0.88,False,父母/同住,first
1466,nan,H 父母,0.95,False,父母,first
1467,nan,H 父母,0.92,False,母親同住,first
1468,nan,H 父母,0.86,False,父母,first
1469,nan,H 父母,0.95,False,母親/居住距離,first
1470,nan,H 父母,0.92,False,父母/配偶父親,first
1471,nan,H 父母,0.92,False,父母/居住距離,first
1472,b28b02｜配偶兄__人,D 交往、婚姻與配偶資訊,0.92,False,配偶,first
1473,b28b03｜配偶弟__人,J 兄弟姊妹,0.92,False,兄弟姊妹,first
1474,b28b04｜配偶姊__人,D 交往、婚姻與配偶資訊,0.82,False,配偶手足,first
1475,b28b05｜配偶妹__人,J 兄弟姊妹,0.92,False,兄弟姊妹,first
1476,b30s1｜兄弟姊妹1性別,J 兄弟姊妹,0.95,False,兄弟姊妹/性別,first
1477,b30s2｜兄弟姊妹2性別,J 兄弟姊妹,0.95,False,手足/性別,first
1478,b30s3｜兄弟姊妹3性別,J 兄弟姊妹,0.95,False,兄弟姊妹/性別,first
1479,b30s4｜兄弟姊妹4性別,J 兄弟姊妹,0.95,False,性別/手足,first
1480,b30s5｜兄弟姊妹5性別,J 兄弟姊妹,0.95,False,兄弟姊妹/性別,first
1481,b36s1｜兄弟姊妹1教育程度,J 兄弟姊妹,0.95,False,兄弟姊妹/學歷,first
1482,b36s2｜兄弟姊妹2教育程度,J 兄弟姊妹,0.95,False,兄弟姊妹/學歷,first
1483,b36s3｜兄弟姊妹3教育程度,J 兄弟姊妹,0.95,False,兄弟姊妹/學歷,first
1484,b36s4｜兄弟姊妹4教育程度,J 兄弟姊妹,0.95,False,兄弟姊妹/學歷,first
1485,b36s5｜兄弟姊妹5教育程度,J 兄弟姊妹,0.95,False,手足/學歷,first
1486,b06a｜房子是誰的:,F 居住,0.95,False,居住/房屋所有權,first
1487,nan,G 子女,0.95,False,子女/性別,first
1488,nan,G 子女,0.92,False,子女/排行/性別,first
1489,nan,G 子女,0.95,False,子女,first
1490,nan,G 子女,0.9,False,子女,first
1491,nan,G 子女,0.95,False,子女,first
1492,nan,G 子女,0.92,False,子女,first
1493,nan,G 子女,0.9,False,子女/學校類別,first
1494,nan,G 子女,0.88,False,子女/支出,first
1495,nan,G 子女,0.86,False,子女/支出,first
1496,nan,G 子女,0.95,False,子女/支出,first
1497,nan,G 子女,0.86,False,子女/支出,first
1498,nan,G 子女,0.9,False,子女/支出,first
1499,nan,G 子女,0.86,False,子女/支出,first
1500,nan,G 子女,0.9,False,子女/支出,first
1501,nan,G 子女,0.86,False,子女/支出,first
1502,nan,G 子女,0.86,False,子女/教育/支出,first
1503,nan,H 父母,0.95,False,父親感情,first
1504,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶/感情,first
1505,nan,G 子女,0.95,False,子女/親子關係,first
1506,nan,H 父母,0.87,False,父母,first
1507,nan,J 兄弟姊妹,0.92,False,手足,first
1508,nan,J 兄弟姊妹,0.92,False,兄弟姊妹/教育影響,first
1509,nan,K 家庭決策與支出,0.92,False,父親/婚姻/決策,first
1510,nan,D 交往、婚姻與配偶資訊,0.9,False,母親/結婚決定,first
1511,nan,H 父母,0.95,False,父母,first
1512,nan,H 父母,0.95,False,父母,first
1513,nan,J 兄弟姊妹,0.95,False,兄弟照顧,first
1514,nan,J 兄弟姊妹,0.93,False,兄弟姊妹/照顧,first
1515,nan,H 父母,0.9,False,父親/經濟支援,first
1516,nan,H 父母,0.88,False,父母/經濟幫助,first
1517,nan,J 兄弟姊妹,0.9,False,兄弟/財務幫助,first
1518,nan,J 兄弟姊妹,0.95,False,兄弟姊妹/財務協助,first
29,nan,B 教育,0.95,False,就學/離家就學,first
491,b21b01｜請問過去一年來，您(或您配偶)有沒有給您父母零用金，生活費或節慶紅包?,H 父母,0.92,False,父母/支出,first
753,nan,B 教育,0.85,False,教育支出,first
773,nan,A 基本資料,0.86,False,童年居住地,first
939,nan,G 子女,0.95,False,子女,first
940,nan,G 子女,0.93,False,子女數,first
1023,nan,F 居住,0.9,False,離家/居住,first
1024,nan,F 居住,0.86,False,居住/離家就學,first
1025,nan,F 居住,0.82,False,離家就學／通勤時間,first
1026,nan,B 教育,0.85,False,學校/學制,first
1029,nan,B 教育,0.9,False,離家就學,first
1030,nan,F 居住,0.85,False,離家就學,first
1031,nan,F 居住,0.85,False,居住,first
1032,nan,B 教育,0.88,False,就學/教育,first
1043,a25z02｜請問剛結婚時，您們住在哪裡，持續共__年,D 交往、婚姻與配偶資訊,0.9,False,結婚,first
1050,nan,H 父母,0.93,False,父母,first
1051,nan,H 父母,0.86,False,父母/孝道態度,first
1052,nan,H 父母,0.92,False,父母/孝道,first
1053,nan,G 子女,0.86,False,子女,first
1054,nan,H 父母,0.95,False,父母,first
1055,nan,H 父母,0.88,False,父母/態度,first
1056,nan,G 子女,0.85,False,子女/態度量表,first
1057,nan,H 父母,0.85,False,父母/態度量表,first
1058,nan,H 父母,0.85,False,孝道/父母,first
1063,nan,D 交往、婚姻與配偶資訊,0.82,False,離婚/態度量表,first
1067,nan,S 態度量表,0.9,False,態度量表,first
1225,nan,B 教育,0.9,False,學歷,first
1226,nan,B 教育,0.92,False,教育程度/學歷,first
1227,nan,B 教育,0.9,False,學歷,first
1228,nan,B 教育,0.9,False,學歷,first
1230,nan,B 教育,0.9,False,學歷,first
1231,nan,B 教育,0.92,False,學歷,first
1232,nan,B 教育,0.9,False,教育程度/學歷,first
1255,nan,B 教育,0.88,False,學校所在地,first
1256,nan,B 教育,0.9,False,學歷/學校,first
1257,nan,B 教育,0.92,False,科系/學校,first
1292,b31z01s1｜兄弟姊妹1出生年,J 兄弟姊妹,0.95,False,手足出生年,first
1293,b31z02s1｜兄弟姊妹1出生月,J 兄弟姊妹,0.98,False,兄弟姊妹/出生月,first
1294,b31z02s2｜兄弟姊妹2出生月,J 兄弟姊妹,0.95,False,兄弟姊妹出生月,first
1295,b31z02s3｜兄弟姊妹3出生月,J 兄弟姊妹,0.95,False,兄弟姊妹/出生月,first
1296,b31z02s4｜兄弟姊妹4出生月,J 兄弟姊妹,0.95,False,兄弟姊妹出生月,first
1297,b31z02s5｜兄弟姊妹5出生月,J 兄弟姊妹,0.95,False,兄弟姊妹,first
1337,nan,H 父母,0.85,False,父母/同住,first
1338,nan,F 居住,0.86,False,同住成員,first
1339,nan,F 居住,0.85,False,同住/配偶/母親,first
1341,nan,G 子女,0.92,False,子女/同住,first
1343,nan,G 子女,0.9,False,子女/同住,first
1344,nan,F 居住,0.8,False,同住/居住,first
1347,nan,J 兄弟姊妹,0.92,False,兄弟姊妹,first
1348,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
1349,nan,J 兄弟姊妹,0.95,False,手足同住,first
1350,nan,J 兄弟姊妹,0.86,False,兄弟同住人數,first
1351,nan,F 居住,0.91,False,同住/姊妹配偶,first
1352,nan,F 居住,0.85,False,同住成員,first
1353,nan,J 兄弟姊妹,0.92,False,手足/同住,first
1354,nan,F 居住,0.9,False,同住成員,first
1355,nan,F 居住,0.91,False,同住,first
1356,nan,F 居住,0.84,False,同住/祖父,first
1359,nan,F 居住,0.85,False,同住成員/外祖母,first
1360,nan,F 居住,0.9,False,同住,first
1361,nan,F 居住,0.9,False,同住成員,first
1362,nan,F 居住,0.85,False,同住成員,first
1363,nan,F 居住,0.92,False,同住成員/居住,first
1519,nan,B 教育,0.88,False,教育/就學,first
1520,nan,B 教育,0.85,False,教育/獎學金,first
1521,nan,B 教育,0.9,False,獎助學金/教育,first
1522,nan,B 教育,0.92,False,教育/獎學金,first
1523,nan,B 教育,0.92,False,獎助學金/教育,first
1524,nan,C 工作,0.87,False,工作,first
1525,nan,C 工作,0.9,False,工作,first
1526,nan,C 工作,0.9,False,工作,first
1527,nan,C 工作,0.95,False,工作開始,first
1528,nan,F 居住,0.86,False,居住,first
1529,nan,C 工作,0.92,False,工作年資,first
1530,nan,F 居住,0.86,False,房價/地價,first
1531,a17d｜請問您目前有沒有同居人?,D 交往、婚姻與配偶資訊,0.85,False,同居/配偶,first
1532,nan,C 工作,0.9,False,通勤/上下班(交通時間),first
1533,b18cf1｜請問您父親目前有沒有工作?,H 父母,0.93,False,父母/工作狀態,first
1534,b18cm1｜請問您母親目前有沒有工作?,H 父母,0.95,False,父母,first
1535,b23cm2｜請問您配偶母親目前有沒有工作?,H 父母,0.92,False,父母,first
1536,nan,H 父母,0.85,False,父母,first
1537,nan,J 兄弟姊妹,0.95,False,兄弟姊妹數,first
1538,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
1539,nan,J 兄弟姊妹,0.92,False,兄弟姊妹數,first
1540,nan,J 兄弟姊妹,0.95,False,兄弟姊妹數,first
1541,nan,J 兄弟姊妹,0.95,False,兄弟姊妹數,first
1542,nan,J 兄弟姊妹,0.95,False,兄弟姊妹,first
1543,nan,D 交往、婚姻與配偶資訊,0.86,False,配偶兄弟姊妹,first
1544,nan,J 兄弟姊妹,0.93,False,配偶兄弟姊妹,first
1545,nan,D 交往、婚姻與配偶資訊,0.86,False,配偶兄弟姊妹,first
1546,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶兄弟姊妹,first
1547,nan,C 工作,0.85,False,職業/社會保險,first
1548,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶,first
1549,nan,H 父母,0.85,False,父母安排相親,first
1550,nan,H 父母,0.92,False,父母,first
1551,nan,H 父母,0.9,False,父母催促結婚,first
1552,b16ac2｜健在子女2排行,G 子女,0.95,False,子女,first
1553,b16bc2｜健在子女2性別,G 子女,0.95,False,子女/性別,first
1554,nan,G 子女,0.95,False,子女/性別,first
1555,b16c01c1｜健在子女1出生年,G 子女,0.96,False,子女/出生年,first
1556,b16c01c2｜健在子女2出生年,G 子女,0.95,False,子女/出生年,first
1557,nan,G 子女,0.92,False,子女,first
1558,b16c02c1｜健在子女1出生月,G 子女,0.95,False,子女,first
1559,nan,G 子女,0.92,False,子女/出生月,first
1560,b16d01c1｜健在子女1目前由您自己照顧?,G 子女,0.95,False,子女/照顧,first
1561,b16d01c2｜健在子女2目前由您自己照顧?,G 子女,0.92,False,子女/照顧,first
1562,b16d02c1｜健在子女1目前由您的配偶照顧?,G 子女,0.95,False,子女,first
1563,b16d02c2｜健在子女2目前由您的配偶照顧?,G 子女,0.95,False,子女,first
1564,b16d03c1｜健在子女1目前由您的父母照顧?,G 子女,0.95,False,子女/照顧,first
1565,b16d03c2｜健在子女2目前由您的父母照顧?,G 子女,0.93,False,子女,first
1566,b16d04c1｜健在子女1目前由配偶父母照顧?,G 子女,0.9,False,子女,first
1567,b16d04c2｜健在子女2目前由配偶父母照顧?,G 子女,0.95,False,子女,first
1568,b16d05c1｜健在子女1目前由其他親屬照顧?,G 子女,0.95,False,子女/照顧,first
1569,b16d05c2｜健在子女2目前由其他親屬照顧?,G 子女,0.95,False,子女,first
1570,b16d06c1｜健在子女1目前由保姆或僱傭(在自己家)照顧?,G 子女,0.95,False,子女,first
1571,b16d06c2｜健在子女2目前由保姆或僱傭(在自己家)照顧?,G 子女,0.95,False,子女/照顧,first
1572,b16d07c1｜健在子女1目前由保姆(在保姆家)照顧?,G 子女,0.93,False,子女,first
1573,b16d08c1｜健在子女1目前由育嬰中心或其他的托兒機構照顧?,G 子女,0.95,False,子女/照顧,first
1574,b16fc1｜健在子女1平均一個月托育支出大約是多少?,K 家庭決策與支出,0.9,False,子女/支出,first
1575,b16h02c1｜健在子女1若就學中，__年級(班),G 子女,0.95,False,子女/年級,first
1576,nan,G 子女,0.92,False,子女/支出,first
1577,nan,G 子女,0.88,False,子女/支出,first
1578,b16j03c1｜健在子女1過去一年，您或您配偶有沒有負擔其他教育相關支出,G 子女,0.9,False,子女/支出,first
1579,nan,G 子女,0.9,False,子女/支出,first
1580,b16j04c1｜健在子女1去年有就學，但沒有上述支出,G 子女,0.92,False,子女,first
1581,b16j05c1｜健在子女1去年未就學,G 子女,0.95,False,子女/就學,first
1582,b16j06c1｜健在子女1過去一年若有補習(含安親班)支出是__元,G 子女,0.92,False,子女/支出,first
1583,b16j07c1｜健在子女1過去一年若有各種才藝課程支出是__元,K 家庭決策與支出,0.9,False,子女/支出,first
1584,b16j08c1｜健在子女1過去一年若有其他教育相關支出是__元,G 子女,0.95,False,子女/支出,first
1585,她有沒有打工賺錢?,C 工作,0.95,False,工作,first
1586,她有沒有領取獎助學金?,B 教育,0.9,False,獎助學金/教育,first
1587,她有沒有領取助學貸款?,B 教育,0.95,False,教育貸款,first
1588,b16lc1｜健在子女1目前有沒有工作?,G 子女,0.95,False,子女,first
1589,b16m01c1｜請問過去一年來，您(或您的配偶)有沒有給健在子女1零用金，生活費或節慶紅包?,G 子女,0.95,False,子女,first
1590,nan,G 子女,0.9,False,子女/支出,first
1591,nan,G 子女,0.9,False,子女,first
1592,nan,G 子女,0.92,False,子女,first
1593,b16n01c1｜請問過去一年來，健在子女1有沒有給您(或您配偶)零用金，生活費或節慶紅包?,G 子女,0.95,False,子女/支出,first
1594,b16n02c1｜若健在子女1有給您(或您配偶)零用金，生活費或節慶紅包，平均每個月大約__元,G 子女,0.9,False,子女/給付,first
1595,b16oc1｜健在子女1目前的婚姻狀況,G 子女,0.95,False,子女/結婚,first
1596,b16p01c1｜健在子女1目前住處與您的距離多遠?,G 子女,0.95,False,子女,first
1597,b16p02c1｜如果您們不同住，請問健在子女1的居住地區是,G 子女,0.95,False,子女,first
1598,b16qc1｜健在子女1每月打電話(含網路即時通訊)次數?,G 子女,0.95,False,子女,first
1599,b16rc1｜健在子女1去年寫信(含email)次數?,G 子女,0.9,False,子女/寫信(聯絡)次數,first
1600,nan,G 子女,0.92,False,子女,first
1601,nan,G 子女,0.91,False,子女,first
1602,nan,S 態度量表,0.9,False,態度量表/個性,first
1603,nan,S 態度量表,0.92,False,態度量表,first
1604,nan,S 態度量表,0.88,False,態度量表,first
1605,nan,S 態度量表,0.92,False,個性自評/態度量表,first
1606,nan,S 態度量表,0.95,False,態度量表/個性,first
1607,nan,S 態度量表,0.9,False,態度量表/個性,first
1608,nan,S 態度量表,0.92,False,態度量表,first
1609,nan,S 態度量表,0.9,False,態度量表,first
1610,nan,S 態度量表,0.9,False,個性/態度量表,first
1611,nan,S 態度量表,0.9,False,態度量表,first
1612,nan,S 態度量表,0.85,False,結婚/子女,first
1613,nan,S 態度量表,0.92,False,結婚/同居/態度,first
1614,nan,S 態度量表,0.92,False,結婚/態度量表,first
1615,nan,S 態度量表,0.91,False,結婚/態度量表,first
1616,nan,S 態度量表,0.9,False,結婚/態度量表,first
1617,nan,S 態度量表,0.93,False,結婚/態度量表,first
1618,nan,S 態度量表,0.86,False,結婚/態度量表,first
1619,nan,S 態度量表,0.86,False,子女/態度量表,first
1620,nan,S 態度量表,0.82,False,子女/態度量表,first
1621,nan,S 態度量表,0.92,False,配偶/態度量表,first
1622,nan,S 態度量表,0.9,False,態度量表,first
1623,nan,S 態度量表,0.85,False,工作/態度量表,first
1624,nan,S 態度量表,0.88,False,工作/態度,first
1625,nan,S 態度量表,0.85,False,家務分工/配偶,first
1626,nan,S 態度量表,0.88,False,家務分工/態度,first
1627,nan,S 態度量表,0.88,False,性別/工作,first
115,c13｜您的父母是否曾經將土地，房屋，財產等家產分給子女?,H 父母,0.88,False,父母/財產分配,first
789,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶職業,first
937,c14z01｜您的父母是怎麼將家產分給您們子女的?,H 父母,0.9,False,父母/遺產分配,first
1008,nan,F 居住,0.9,False,現住地址,first
1048,nan,C 工作,0.92,False,工時,first
1279,nan,C 工作,0.8,False,找工作,first
1334,nan,F 居住,0.9,False,題目版本包含「___廳」，中文語境中「廳」係指住宅格局（客廳/餐廳等室內間數），屬於居住/房屋型態資訊，應歸入 F 居住。,"second(A 基本資料,B 教育,F 居住)"
1366,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶,first
1630,她)目前的健康狀況如何?,A 基本資料,0.95,False,健康自評,first
1789,nan,D 交往、婚姻與配偶資訊,0.86,False,配偶/工作,first
1791,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶/同住,first
1794,nan,G 子女,0.95,False,子女/同住,first
1878,nan,D 交往、婚姻與配偶資訊,0.88,False,配偶工作,first
1943,nan,J 兄弟姊妹,0.9,False,兄弟姊妹/財務支援,first
1944,nan,J 兄弟姊妹,0.92,False,配偶兄弟姊妹資助,first
1945,nan,K 家庭決策與支出,0.92,False,家庭資助/借貸,first
1977,nan,K 家庭決策與支出,0.86,False,報稅,first
2017,nan,C 工作,0.92,False,就業/有無工作,first
2018,nan,C 工作,0.95,False,就業/未就業原因,first
2019,nan,C 工作,0.9,False,工作/失業期間,first
2020,nan,C 工作,0.9,False,失業,first
2021,nan,C 工作,0.95,False,工作/就業狀態,first
2022,nan,C 工作,0.93,False,工作,first
2023,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶工作,first
2024,nan,D 交往、婚姻與配偶資訊,0.9,False,配偶工作狀況,first
2025,nan,C 工作,0.9,False,工作,first
2026,nan,D 交往、婚姻與配偶資訊,0.85,False,配偶工作收入,first
2027,nan,D 交往、婚姻與配偶資訊,0.95,False,配偶/工作,first
2028,nan,C 工作,0.9,False,工作,first
2029,nan,B 教育,0.9,False,教育/進修/證書,first
2030,nan,B 教育,0.92,False,教育/證書,first
2031,nan,C 工作,0.8,False,工作/訓練,first
2032,nan,C 工作,0.8,False,訓練/升等,first
2033,nan,C 工作,0.9,False,受訓/升遷,first
2034,nan,C 工作,0.9,False,工作,first
2035,nan,C 工作,0.86,False,受訓/再就業,first
2036,nan,B 教育,0.85,False,教育,first
2037,nan,B 教育,0.88,False,受訓/進修/工作知識,first
2038,nan,B 教育,0.9,False,教育/受訓,first
2039,nan,C 工作,0.92,False,工作,first
2040,nan,B 教育,0.8,False,訓練機構/教育,first
2041,nan,B 教育,0.87,False,教育/受訓時間,first
2042,nan,C 工作,0.78,False,工作訓練,first
2043,nan,B 教育,0.85,False,受訓/進修,first
2044,nan,K 家庭決策與支出,0.85,False,支出/自付,first
2045,nan,K 家庭決策與支出,0.9,False,支出,first
2046,nan,C 工作,0.9,False,工作/支出補助,first
2047,nan,C 工作,0.88,False,工作/支援,first
2048,nan,B 教育,0.9,False,受訓/進修意願,first
2049,nan,C 工作,0.9,False,工作變動/搬家,first
2050,b07｜就您所知，您目前所居住的房子一坪多少元?,F 居住,0.9,False,居住/房屋,first
2051,nan,H 父母,0.95,False,父母,first
2052,nan,H 父母,0.95,False,父母/同住,first
2053,nan,H 父母,0.93,False,父母/同住,first
2054,nan,H 父母,0.92,False,父母/同住,first
2055,nan,H 父母,0.92,False,父母/同住,first
2056,nan,H 父母,0.95,False,父母/同住,first
2057,nan,H 父母,0.88,False,父母/同住,first
2058,nan,H 父母,0.92,False,父母,first
2059,nan,H 父母,0.92,False,父母,first
2060,nan,H 父母,0.88,False,父母,first
2061,nan,C 工作,0.92,False,投資獲利/收入,first
2062,nan,C 工作,0.8,False,題目詢問「若有獲利或虧損，大約__元」，是在要求金額數字，通常屬於收入/損益類資訊，較符合工作/營利活動相關的財務結果，故歸為「C 工作」。雖有些情境可能是投資,"second(A 基本資料,B 教育,C 工作)"
2063,c04a01｜在去年(104年)之中，如果您有工作的話，全部的工作收入大約有多少?,C 工作,0.95,False,工作收入,first
2064,nan,C 工作,0.92,False,工作收入,first
2065,c04b01｜在去年(104年)之中，如果您的配偶有工作的話，全部的工作收入大約有多少?,C 工作,0.94,False,配偶 工作收入,first
2066,nan,D 交往、婚姻與配偶資訊,0.78,False,配偶收入,first
2067,nan,K 家庭決策與支出,0.8,False,支出/金額/每年,first
2068,c07z02｜若有利息收入，去年的收入大約__元,C 工作,0.85,False,題目在詢問去年利息收入金額，屬於個人/家庭的收入資料。雖非工資也非婚姻狀態相關，最接近的類別為工作/收入相關（C 工作）。,"second(C 工作,D 交往、婚姻與配偶資訊,A 基本資料)"
2069,c07z07｜除了上面所談到的這些收入之外，您或您的配偶是否其有他收入來源?,C 工作,0.86,False,收入/工作,first
2070,nan,C 工作,0.95,False,失業保險/就業,first
2071,nan,C 工作,0.6,True,題目為「若有，請問一月有嗎」，屬於對某項會在特定月份是否存在的追問；此類按月發生/有無的詢問常見於就業/工作（例如當月是否有工作、當月是否有收入或出勤），而不像,"second(A 基本資料,B 教育,C 工作)"
2072,nan,C 工作,0.4,True,題目內容為「若有，請問二月有嗎」，為對某事件是否於特定月份（2月）發生的追問。此類追問最常出現在工作/就業模組（例如詢問某項工作或工時是否在參考月份發生），因此,"second(A 基本資料,B 教育,C 工作)"
2073,nan,C 工作,0.6,True,題目文字「若有，請問三月有嗎」語意上為對某項在特定月份（3月）是否發生的追問，較常見於詢問每月工作/就業或工作相關活動的設計，因此傾向歸入工作（C）。由於上下文,"second(A 基本資料,B 教育,C 工作)"
2074,nan,C 工作,0.5,True,題目僅為「若有，請問四月有嗎」，雖無上下文但通常是追問某項是否在特定月份發生（例如是否有工作/上班/收入在四月），較偏向工作/就業相關議題，因此歸為C 工作。因,"second(A 基本資料,B 教育,C 工作)"
2075,nan,C 工作,0.6,True,題目片段「若有，請問五月有嗎」為追問某事是否在特定月份（5月）發生。這類月別追問在問卷中最常用於紀錄工作/上班情況（例如某月是否有工作/出勤），因此偏向歸為工作,"second(A 基本資料,B 教育,C 工作)"
2076,nan,C 工作,0.4,True,題目為片語「若有，請問六月有嗎」，缺乏上下文但語意像是在詢問某事件或狀態是否在六月發生（例如是否於六月有工作/出勤/薪資等），在三個候選類別中與工作相關的解讀最,"second(A 基本資料,B 教育,C 工作)"
2077,nan,C 工作,0.6,True,題目為追問「若有，請問七月有嗎」，語句指向某項事件是否發生於特定月份（較常見於工作/出勤/收入等月份追溯題），在 A（基本資料）與 B（教育）多為靜態屬性不太會,"second(A 基本資料,B 教育,C 工作)"
2078,nan,C 工作,0.7,False,題目文字「若有，請問八月有嗎」為針對某項事務是否在特定月份(八月)發生的追問。此類常見於勞動/工作調查（例如是否有工作、是否在某月工作）而非個人基本背景或教育課,"second(A 基本資料,B 教育,C 工作)"
2079,nan,C 工作,0.4,True,題目片語「若有，請問九月有嗎」為追問某事在九月是否有發生/存在，較像是關於事件或出勤/工作安排的後續詢問，不像人口或教育背景題，故較可能歸為工作領域。但原題不明,"second(A 基本資料,B 教育,C 工作)"
2080,nan,C 工作,0.3,True,題目內容僅剩『若有，請問十月有嗎』，語境不明，但此類追問常用於居住/住屋相關的時序性問題（例如是否在某地居住/是否有某住房服務於十月）。不像基本人口（A）或明確,"second(A 基本資料,B 教育,F 居住)"
2081,nan,C 工作,0.35,True,題目僅有「若有，請問十一月有嗎」，在語意上像是詢問某事件或狀態是否在特定月份發生（例如是否在十一月有工作/出勤/收入等），較偏向與工作相關的月度發生情況；非明顯,"second(A 基本資料,B 教育,C 工作)"
2082,nan,C 工作,0.6,True,題目為「若有，請問十二月有嗎」，語意為針對某項是否在十二月發生的追問。此類按月份追問常見於就業/工作狀態（例如是否在某月有工作/上班/有收入），因此較可能屬於「,"second(A 基本資料,B 教育,C 工作)"
2083,nan,D 交往、婚姻與配偶資訊,0.92,False,配偶/失業保險領取,first
2084,nan,D 交往、婚姻與配偶資訊,0.45,True,題目為追問句「若有，請問一月有嗎」，語意上像是在追問某項是否在一月份發生或存在（例如工作、出勤、排班、加班等與工作相關的事項）。相較於教育或基本人口背景，此類用,"second(A 基本資料,B 教育,C 工作)"
2085,nan,D 交往、婚姻與配偶資訊,0.6,True,題目「若有，請問二月有嗎」為對先前是否發生某事件的追問，未提及學校/教育或工作內容；此類是否在某月份發生的簡單個人經歷或健康事件較常歸入基本資料類（A）。雖然缺,"second(A 基本資料,B 教育,C 工作)"
